"","Block","Base_File","Repeated","Insert","Degredation","Image"
"344",4,"092a.jpg",1,NA,0,"092a.jpg"
"345",4,"093a.jpg",1,NA,25,"093a_25_3.png"
"346",4,"094a.jpg",1,NA,50,"094a_50_3.png"
"347",4,"096a.jpg",1,NA,0,"096a.jpg"
"348",4,"097a.jpg",1,NA,25,"097a_25_3.png"
"349",4,"099b.jpg",1,NA,75,"099b_75_3.png"
"350",4,"100a.jpg",1,NA,0,"100a.jpg"
"351",4,"001a.jpg",0,3,0,"001a.jpg"
"352",4,"006a.jpg",0,3,0,"006a.jpg"
"353",4,"022b.jpg",0,3,0,"022b.jpg"
"354",4,"035b.jpg",0,3,0,"035b.jpg"
"355",4,"084a.jpg",0,3,0,"084a.jpg"
"356",5,"002b.jpg",1,NA,75,"002b_75_4.png"
"357",5,"005b.jpg",1,NA,75,"005b_75_4.png"
"358",5,"007b.jpg",1,NA,75,"007b_75_4.png"
"359",5,"008b.jpg",1,NA,50,"008b_50_4.png"
"360",5,"009a.jpg",1,NA,25,"009a_25_4.png"
"361",5,"011a.jpg",1,NA,25,"011a_25_4.png"
"362",5,"012b.jpg",1,NA,25,"012b_25_4.png"
"363",5,"013b.jpg",1,NA,25,"013b_25_4.png"
"364",5,"014b.jpg",1,NA,50,"014b_50_4.png"
"365",5,"016a.jpg",1,NA,50,"016a_50_4.png"
"366",5,"017a.jpg",1,NA,75,"017a_75_4.png"
"367",5,"018a.jpg",1,NA,50,"018a_50_4.png"
"368",5,"019b.jpg",1,NA,0,"019b.jpg"
"369",5,"020b.jpg",1,NA,0,"020b.jpg"
"370",5,"021a.jpg",1,NA,0,"021a.jpg"
"371",5,"023b.jpg",1,NA,25,"023b_25_4.png"
"372",5,"024a.jpg",1,NA,25,"024a_25_4.png"
"373",5,"025a.jpg",1,NA,25,"025a_25_4.png"
"374",5,"026a.jpg",1,NA,0,"026a.jpg"
"375",5,"027b.jpg",1,NA,0,"027b.jpg"
"376",5,"029a.jpg",1,NA,75,"029a_75_4.png"
"377",5,"031a.jpg",1,NA,0,"031a.jpg"
"378",5,"032a.jpg",1,NA,75,"032a_75_4.png"
"379",5,"033b.jpg",1,NA,75,"033b_75_4.png"
"380",5,"034b.jpg",1,NA,50,"034b_50_4.png"
"381",5,"036b.jpg",1,NA,50,"036b_50_4.png"
"382",5,"037b.jpg",1,NA,50,"037b_50_4.png"
"383",5,"038b.jpg",1,NA,50,"038b_50_4.png"
"384",5,"039a.jpg",1,NA,50,"039a_50_4.png"
"385",5,"040a.jpg",1,NA,75,"040a_75_4.png"
"386",5,"041a.jpg",1,NA,75,"041a_75_4.png"
"387",5,"042b.jpg",1,NA,25,"042b_25_4.png"
"388",5,"043b.jpg",1,NA,75,"043b_75_4.png"
"389",5,"044a.jpg",1,NA,0,"044a.jpg"
"390",5,"045b.jpg",1,NA,75,"045b_75_4.png"
"391",5,"046b.jpg",1,NA,50,"046b_50_4.png"
"392",5,"047a.jpg",1,NA,75,"047a_75_4.png"
"393",5,"048b.jpg",1,NA,25,"048b_25_4.png"
"394",5,"049b.jpg",1,NA,25,"049b_25_4.png"
"395",5,"050b.jpg",1,NA,0,"050b.jpg"
"396",5,"052a.jpg",1,NA,75,"052a_75_4.png"
"397",5,"053b.jpg",1,NA,0,"053b.jpg"
"398",5,"054b.jpg",1,NA,50,"054b_50_4.png"
"399",5,"055b.jpg",1,NA,25,"055b_25_4.png"
"400",5,"056a.jpg",1,NA,25,"056a_25_4.png"
"401",5,"057b.jpg",1,NA,0,"057b.jpg"
"402",5,"059b.jpg",1,NA,75,"059b_75_4.png"
"403",5,"062a.jpg",1,NA,75,"062a_75_4.png"
"404",5,"063b.jpg",1,NA,50,"063b_50_4.png"
"405",5,"064b.jpg",1,NA,0,"064b.jpg"
"406",5,"065a.jpg",1,NA,75,"065a_75_4.png"
"407",5,"067b.jpg",1,NA,50,"067b_50_4.png"
"408",5,"068a.jpg",1,NA,50,"068a_50_4.png"
"409",5,"069a.jpg",1,NA,50,"069a_50_4.png"
"410",5,"070a.jpg",1,NA,0,"070a.jpg"
"411",5,"071a.jpg",1,NA,50,"071a_50_4.png"
"412",5,"072b.jpg",1,NA,0,"072b.jpg"
"413",5,"074b.jpg",1,NA,0,"074b.jpg"
"414",5,"075b.jpg",1,NA,75,"075b_75_4.png"
"415",5,"076a.jpg",1,NA,25,"076a_25_4.png"
"416",5,"077b.jpg",1,NA,25,"077b_25_4.png"
"417",5,"078a.jpg",1,NA,25,"078a_25_4.png"
"418",5,"079a.jpg",1,NA,0,"079a.jpg"
"419",5,"080b.jpg",1,NA,25,"080b_25_4.png"
"420",5,"081a.jpg",1,NA,0,"081a.jpg"
"421",5,"082a.jpg",1,NA,25,"082a_25_4.png"
"422",5,"083a.jpg",1,NA,25,"083a_25_4.png"
"423",5,"085a.jpg",1,NA,50,"085a_50_4.png"
"424",5,"086a.jpg",1,NA,0,"086a.jpg"
"425",5,"087a.jpg",1,NA,75,"087a_75_4.png"
"426",5,"088a.jpg",1,NA,50,"088a_50_4.png"
"427",5,"090a.jpg",1,NA,50,"090a_50_4.png"
"428",5,"091b.jpg",1,NA,75,"091b_75_4.png"
"429",5,"092a.jpg",1,NA,0,"092a.jpg"
"430",5,"093a.jpg",1,NA,25,"093a_25_4.png"
"431",5,"094a.jpg",1,NA,50,"094a_50_4.png"
"432",5,"096a.jpg",1,NA,0,"096a.jpg"
"433",5,"097a.jpg",1,NA,25,"097a_25_4.png"
"434",5,"099b.jpg",1,NA,75,"099b_75_4.png"
"435",5,"100a.jpg",1,NA,0,"100a.jpg"
"436",5,"004a.jpg",0,4,0,"004a.jpg"
"437",5,"010b.jpg",0,4,0,"010b.jpg"
"438",5,"030b.jpg",0,4,0,"030b.jpg"
"439",5,"051a.jpg",0,4,0,"051a.jpg"
"440",5,"058a.jpg",0,4,0,"058a.jpg"
